36.274448258939394,-115.01257812985756
36.27443956806537,-115.0125909166117
36.27443087573296,-115.01260370184741
36.2744220957407,-115.01261639539469
36.274413235135235,-115.01262900322031
36.27440442359583,-115.0126416633869
36.27439561105704,-115.0126543224891
36.274386765558965,-115.01266694647377
36.27437786068786,-115.01267950664074
36.27436895687728,-115.01269206795268
36.274360038728105,-115.0127046137195
36.27435104101253,-115.01271707252917
36.274341965604506,-115.01272944511756
36.274332879488504,-115.01274180568534
36.274323720957234,-115.01275408449604
36.27431455977642,-115.0127663602904
36.274305390876314,-115.01277862726351
36.274296154458135,-115.0127908167578
36.27428688995758,-115.01280297370876
36.27427762978341,-115.01281513567054
36.27426841437933,-115.01282734939804
36.27425920242845,-115.01283956704606
36.274249912081515,-115.01285169387039
36.27424060727932,-115.01286380375436
36.27423124278409,-115.01287584324608
36.27422182307994,-115.01288781689978
36.27421240153097,-115.01289978833815
36.27420298260107,-115.01291176291643
36.274193563744554,-115.01292373755221
36.27418408088433,-115.01293563487266
36.2741745347187,-115.01294745477593
36.27416496842113,-115.01295924977926
36.274155326408334,-115.01297095034641
36.27414559492917,-115.01298253738197
36.27413578611016,-115.0129940246076
36.274125960169584,-115.01300548949759
36.274116136880075,-115.01301695784838
36.274106312783644,-115.0130284251209
36.27409643735024,-115.01303982491899
36.27408651204154,-115.01305115850379
36.27407656398696,-115.01306246159527
36.27406656061021,-115.01307368997007
36.27405651823572,-115.01308486516182
36.27404649566802,-115.01309606739227
36.274036521144275,-115.01310733487787
36.27402655771863,-115.01311861733086
36.27401658210398,-115.01312988331838
36.274006553251056,-115.01314107693841
36.27399645312388,-115.0131521723946
36.27398630246744,-115.01316319735541
36.27397612469275,-115.01317418408122
36.273965907422614,-115.01318511478911
36.27395568135394,-115.01319603294174
36.2739454471775,-115.013206939494
36.2739351786707,-115.01321779667434
36.273924866726055,-115.01322859092717
36.273914524379066,-115.01323934068176
36.27390413909103,-115.01325002714661
36.273893739238105,-115.0132606919923
36.273883337746355,-115.01327135439882
36.27387293052826,-115.01328200827493
36.27386250830537,-115.01329263975447
36.27385205140606,-115.01330321911352
36.27384152810253,-115.01331369754627
36.27383095464177,-115.01332409876022
36.27382034607076,-115.01333444525892
36.2738096771915,-115.01334469671487
36.273798953526914,-115.01335486066499
36.273788203637956,-115.0133649822992
36.27377746642082,-115.01337512439787
36.27376675993,-115.01338531594033
36.27375605816777,-115.01339551505687
36.27374532463142,-115.01340566306924
36.27373455233217,-115.01341574828685
36.27372374282524,-115.01342577255488
36.27371286922264,-115.01343569048717
36.27370191981478,-115.01344548037959
36.27369091698199,-115.01345517858294
36.27367989196204,-115.0134648382901
36.273668843734164,-115.0134744574564
36.27365777385169,-115.01348403858965
36.27364670438788,-115.01349362045967
36.27363566356033,-115.01350325255719
36.273624653043164,-115.01351293745118
36.2736136381764,-115.01352261479407
36.27360258829182,-115.01353223103393
36.27359149224736,-115.01354176585355
36.27358036567327,-115.0135512462919
